clp3,0.000000,-1
clp5,0.110000,-1
tinea_corporis2,0.140000,-1
clp10,0.150000,-1
acne12,0.160000,-1
clp4,0.170000,-1
vitiligo3,0.200000,-1
acne11,0.200000,-1
annular_psoriasis3,0.200000,-1
tinea_corporis5,0.200000,-1
herpes12,0.220000,-1
psoriasis18,0.240000,-1
herpes3,0.260000,-1
psoriasis21b,0.260000,-1
melanoma5,0.260000,-1
psoriasis17,0.270000,-1
herpes1,0.280000,-1
acne_excoriee1,0.280000,-1
herpes13,0.280000,-1
herpes6,0.290000,-1
vitiligo2,0.290000,-1
vesicles18,0.290000,-1
psoriasis22,0.300000,-1
acne_excoriee2,0.300000,-1
acne3,0.340000,-1
melanoma3,0.340000,-1
urticaria8,0.360000,-1
tinea_corporis1,0.370000,-1
lph16,0.370000,-1
vesicles25,0.370000,-1
acne_vulgaris5,0.370000,-1
lph15,0.380000,-1
clp11,0.380000,-1
tinea_corporis3,0.380000,-1
acne1,0.390000,-1
herpes10,0.390000,-1
annular_psoriasis1,0.400000,-1
melanoma8b,0.400000,-1
herpes5,0.410000,-1
lph9,0.420000,-1
urticaria5,0.430000,-1
melanoma8a,0.430000,-1
acne_vulgaris2,0.430000,-1
vesicles2,0.440000,-1
melanoma10,0.440000,-1
tinea_corporis7a,0.450000,-1
urticaria1,0.460000,-1
acne_vulgaris3,0.460000,-1
psoriasis21a,0.470000,-1
melanoma7,0.470000,-1
melanoma4,0.470000,-1
melanoma8c,0.480000,-1
psoriasis1,0.490000,-1
psoriasis6,0.500000,-1
tinea_corporis8a,0.500000,-1
urticaria2,0.500000,-1
melanoma9,0.510000,-1
acne_vulgaris4,0.520000,-1
psoriasis2,0.520000,-1
acne_vulgaris1,0.530000,-1
lph4,0.540000,-1
tinea_corporis7b,0.550000,-1
tinea_corporis8b,0.560000,-1
herpes_zoster1,0.560000,-1
lph8,0.570000,-1
erythrodermic_psoriasis1,0.570000,-1
acne_fulminans2,0.580000,-1
lph7,0.590000,-1
lph1,0.590000,-1
tinea_corporis9,0.610000,0
acne2,0.620000,0
herpes_zoster2,0.630000,0
tinea_corporis13a,0.650000,0
tinea_corporis4,0.660000,0
melanoma6,0.670000,0
herpes11,0.700000,0
acne_fulminans1,0.710000,0
psoriasis19b,0.730000,0
herpes_simplex1,0.740000,0
psoriasis16,0.740000,0
herpes_zoster3,0.760000,1
urticaria7,0.790000,1
tinea_corporis12,0.790000,1
psoriasis19a,0.790000,1
tinea_corporis6,0.790000,1
melanoma2,0.810000,1
erythrodermic_psoriasis2,0.820000,1
tinea_corporis10,0.860000,1
psoriasis10,0.950000,1
tinea_corporis13b,0.950000,1
vesicles9,0.960000,1
psoriasis20a,1.010000,1
psoriasis20b,1.070000,1
photo4a,1.100000,1
tinea_corporis11,1.100000,1
photo4b,1.190000,1
photo5a,1.380000,1
photo6b,1.430000,1
photo3b,1.450000,1
photo5b,1.460000,1
photo7b,1.500000,1
photo1a,1.510000,1
photo6a,1.550000,1
photo1b,1.590000,1
photo7a,1.640000,1
photo3a,1.740000,1
photo2a,1.770000,1
photo2b,1.830000,1
