photo6a,0.000000,-1
psoriasis1,0.000000,-1
erythrodermic_psoriasis2,0.000000,-1
tinea_corporis6,0.000000,-1
photo2a,0.000000,-1
tinea_corporis8b,0.000000,-1
melanoma7,0.000000,-1
photo1a,0.000000,-1
melanoma9,0.000000,-1
tinea_corporis12,0.000000,-1
tinea_corporis10,0.000000,-1
photo3b,0.000000,-1
photo1b,0.000000,-1
photo7a,0.000000,-1
photo6b,0.000000,-1
photo5b,0.000000,-1
melanoma8b,0.000000,-1
melanoma10,0.000000,-1
photo3a,0.000000,-1
tinea_corporis11,0.000000,-1
herpes_zoster2,0.000000,-1
tinea_corporis7a,0.000000,-1
tinea_corporis7b,0.000000,-1
melanoma6,0.000000,-1
photo4a,0.000000,-1
psoriasis16,0.000000,-1
psoriasis20a,0.000000,-1
acne_vulgaris3,0.000000,-1
tinea_corporis4,0.000000,-1
lph1,0.000000,-1
melanoma8a,0.000000,-1
photo4b,0.000000,-1
tinea_corporis13b,0.000000,-1
herpes_simplex1,0.000000,-1
herpes_zoster3,0.000000,-1
psoriasis21a,0.000000,-1
melanoma8c,0.000000,-1
psoriasis20b,0.000000,-1
photo2b,0.000000,-1
photo7b,0.000000,-1
psoriasis10,0.000000,-1
acne_vulgaris4,0.030000,-1
photo5a,0.040000,-1
erythrodermic_psoriasis1,0.040000,-1
tinea_corporis8a,0.090000,-1
tinea_corporis1,0.110000,-1
acne_vulgaris1,0.190000,-1
herpes13,0.210000,-1
psoriasis22,0.230000,-1
tinea_corporis9,0.250000,-1
lph7,0.250000,-1
urticaria7,0.250000,-1
psoriasis21b,0.280000,-1
psoriasis6,0.290000,-1
herpes3,0.290000,-1
herpes10,0.310000,-1
melanoma2,0.310000,-1
tinea_corporis3,0.320000,-1
psoriasis2,0.330000,-1
acne_vulgaris2,0.340000,-1
clp11,0.380000,-1
psoriasis19a,0.390000,-1
acne1,0.400000,-1
acne_fulminans1,0.400000,-1
clp10,0.400000,-1
acne_fulminans2,0.400000,-1
lph4,0.410000,-1
acne3,0.440000,-1
psoriasis19b,0.450000,-1
vesicles9,0.450000,-1
herpes11,0.460000,-1
acne11,0.460000,-1
melanoma3,0.480000,-1
herpes12,0.480000,-1
lph8,0.490000,-1
urticaria8,0.500000,-1
tinea_corporis13a,0.510000,-1
acne12,0.510000,-1
clp5,0.510000,-1
vitiligo3,0.520000,-1
tinea_corporis5,0.520000,-1
clp3,0.530000,-1
clp4,0.540000,-1
urticaria5,0.560000,-1
urticaria1,0.570000,-1
herpes_zoster1,0.570000,-1
acne_vulgaris5,0.580000,-1
vesicles18,0.600000,0
psoriasis18,0.620000,0
tinea_corporis2,0.640000,0
annular_psoriasis1,0.640000,0
vitiligo2,0.650000,0
acne_excoriee1,0.650000,0
lph16,0.660000,0
vesicles25,0.660000,0
annular_psoriasis3,0.680000,0
psoriasis17,0.700000,0
acne2,0.730000,0
herpes1,0.730000,0
herpes6,0.740000,0
herpes5,0.760000,1
lph9,0.770000,1
vesicles2,0.780000,1
melanoma4,0.780000,1
acne_excoriee2,0.800000,1
urticaria2,0.820000,1
melanoma5,0.840000,1
lph15,1.000000,1
